date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink,F13,F14,F15
2020-05-06 15:30:33.000,WHO,NULL,8,59,116,"""Strong and resilient health systems are the best defence not only against outbreaks and pandemics, but also against the multiple health threats that people around the world face every day""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25805656570321E+18,https://twitter.com/WHO/status/1258056565703217152,NULL,NULL,NULL
2020-05-06 15:30:08.000,WHO,NULL,8,71,129,"The #COVID19 pandemic has highlighted the importance of strong national and sub-national health systems as the foundation of global health security and universal health coverage"-@DrTedros,NULL,@DrTedros,#COVID19,1.25805646141191E+18,https://twitter.com/WHO/status/1258056461411913728,NULL,NULL,NULL
2020-05-06 15:29:32.000,WHO,NULL,14,293,382,"The risk of returning to lockdown remains very real if countries do not manage the transition extremely carefully"-@DrTedros #COVID19,NULL,@DrTedros,#COVID19,1.25805630887326E+18,https://twitter.com/WHO/status/1258056308873261059,NULL,NULL,NULL
2020-05-06 15:28:17.000,WHO,NULL,8,90,152,""" that health system capacities are in place to detect, isolate, test and treat every #COVID19 case and trace every contact that outbreak risks are minimized in special settings like health facilities and nursing homes""-@DrTedros",NULL,@DrTedros,#COVID19,1.25805599632641E+18,https://twitter.com/WHO/status/1258055996326412290,NULL,NULL,NULL
2020-05-06 15:27:19.000,WHO,NULL,396,1031,1488,"""As more & more countries consider how to ease so-called lockdown restrictions, I want to reiterate the criteria that WHO recommends countries consider: that surveillance is strong, #COVID19 cases are declining &amp; transmission is controlled""-@DrTedros",NULL,@DrTedros,#COVID19,1.25805575338402E+18,https://twitter.com/WHO/status/1258055753384026118,NULL,NULL,NULL
2020-05-06 15:25:06.000,WHO,NULL,5,54,114,"""Importantly, the framework takes a 鈥渉ealth first鈥?approach, recognizing that strong and resilient health systems must be the foundation of recovery in all countries""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25805519572616E+18,https://twitter.com/WHO/status/1258055195726163968,NULL,NULL,NULL
2020-05-06 15:24:46.000,WHO,NULL,6,46,82,"""Today鈥檚 guidance complements the @UN framework for socio-economic response to #COVID19, published last week. The framework lays out a 鈥渞ecovery roadmap鈥?for countries to: -protect lives &amp; livelihoods -get businesses &amp; economies up &amp; running a",NULL,@UN @DrTedros,#COVID19,1.25805511136185E+18,https://twitter.com/WHO/status/1258055111361859586,NULL,NULL,NULL
2020-05-06 15:23:04.000,WHO,NULL,11,60,98,"""We must address this now & in the long-term by prioritizing diagnosis & care for those who are most at risk. This is not only the right thing to do, it鈥檚 the smart thing to do. We cannot end the #COVID19 pandemic until we address the inequalities that ar",NULL,@DrTedros,#COVID19,1.25805468220907E+18,https://twitter.com/WHO/status/1258054682209071106,NULL,NULL,NULL
2020-05-06 15:21:40.000,WHO,NULL,5,37,66,"""For example, it suggests using telemedicine wherever possible, and leaving insecticide-treated nets for #malaria at the door of households, instead of asking people to collect them from a central location""-@DrTedros #COVID19",NULL,@DrTedros,#malaria #COVID19,1.25805433147297E+18,https://twitter.com/WHO/status/1258054331472977923,NULL,NULL,NULL
2020-05-06 15:21:11.000,WHO,NULL,10,44,64,"""It includes practical recommendations for countries on sustaining essential services at the community level, leveraging community #healthworkers for the response to #COVID19 while keeping them safe &amp; advice for how to adapt services for specific dise",NULL,@DrTedros,#healthworkers #COVID19,1.25805420784167E+18,https://twitter.com/WHO/status/1258054207841677317,NULL,NULL,NULL
2020-05-06 15:20:36.000,WHO,NULL,7,76,96,"""Today, WHO, @UNICEF and the @ifrc have published guidance for countries on how to maintain community-based health care in the context of #COVID19""-@DrTedros",NULL,@UNICEF @ifrc @DrTedros,#COVID19,1.25805406036581E+18,https://twitter.com/WHO/status/1258054060365811713,NULL,NULL,NULL
2020-05-06 15:18:38.000,WHO,NULL,3,43,82,"""Around the world, the pandemic has caused severe disruption to essential health services 鈥?including to community-based health care""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25805356568119E+18,https://twitter.com/WHO/status/1258053565681197056,NULL,NULL,NULL
2020-05-06 15:18:20.000,WHO,NULL,5,32,67,"""However, even within regions and within countries we see divergent trends. Every country and every region needs a tailored approach. But the impact of the #COVID19 pandemic goes far beyond the numbers of cases and deaths""-@DrTedros",NULL,@DrTedros,#COVID19,1.25805349068695E+18,https://twitter.com/WHO/status/1258053490686951424,NULL,NULL,NULL
2020-05-06 15:17:55.000,WHO,NULL,7,47,80,"""Although the number of #COVID19 cases reported from Western Europe is declining, more cases are being reported every day from Eastern Europe, Africa, South-East Asia, the Eastern Mediterranean and the Americas""-@DrTedros",NULL,@DrTedros,#COVID19,1.25805338803985E+18,https://twitter.com/WHO/status/1258053388039852032,NULL,NULL,NULL
2020-05-06 15:17:32.000,WHO,NULL,14,59,144,"""But these are not just numbers 鈥?every single case is a mother, a father, a son, a daughter, a brother, sister or friend""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25805329084104E+18,https://twitter.com/WHO/status/1258053290841047042,NULL,NULL,NULL
2020-05-06 15:17:14.000,WHO,NULL,8,71,104,"""More than 3.5 million cases of #COVID19 and almost 250,000 deaths have now been reported to WHO. Since the beginning of April, an average of around 80,000 new cases have been reported to WHO every day""-@DrTedros",NULL,@DrTedros,#COVID19,1.25805321251662E+18,https://twitter.com/WHO/status/1258053212516626433,NULL,NULL,NULL
2020-05-06 15:15:01.000,WHO,NULL,436,922,2040,Media briefing on #COVID19 with @DrTedros.,NULL,@DrTedros,#COVID19,1.25805265730378E+18,https://twitter.com/WHO/status/1258052657303785472,NULL,NULL,NULL
2020-05-06 14:58:05.000,WHO,NULL,8,37,142,"Assista 脿 confer锚ncia de imprensa da OMS para conhecer as 煤ltimas informa莽玫es sobre a resposta mundial 脿 COVID19, na sua pr贸pria l铆ngua. Todas as segundas, quartas e sextas-feiras, a partir das 15 horas GMT em http://www.who.int/COVID-19",NULL,NULL,NULL,1.25804839622667E+18,https://twitter.com/WHO/status/1258048396226674695,NULL,NULL,NULL
2020-05-06 14:58:04.000,WHO,NULL,6,31,92,"Vea la rueda de prensa de la OMS (@WHO press conference) para conocer la informaci贸n m谩s actualizada sobre la respuesta mundial a la #COVID19 en su propio idioma. Todos los lunes, mi茅rcoles y viernes a partir de las 15.00 horas GMT en http://www.who.int/C",NULL,@WHO,#COVID19,1.25804839298024E+18,https://twitter.com/WHO/status/1258048392980242434,NULL,NULL,NULL
2020-05-06 14:58:04.000,WHO,NULL,7,10,39,"袛谢褟 锌芯谢褍褔械薪懈褟 褋邪屑芯泄 邪泻褌褍邪谢褜薪芯泄 懈薪褎芯褉屑邪褑懈懈 芯 谐谢芯斜邪谢褜薪芯泄 斜芯褉褜斜械 褋 #COVID19 褋谢械写懈褌械 蟹邪 锌褉械褋褋-泻芯薪褎械褉械薪褑懈褟屑懈 袙袨袟 (@WHO) 薪邪 胁邪褕械屑 褉芯写薪芯屑 褟蟹褘泻械. 袩芯 锌芯薪械写械谢褜薪懈泻邪屑, 褋褉械写邪屑 懈 锌褟褌薪懈褑邪屑 褋 15:00 锌芯 袚褉懈薪胁懈褔褍 锌芯 邪写褉械褋褍 http://www.who.int/COVID-19",NULL,@WHO,#COVID19,1.25804839013235E+18,https://twitter.com/WHO/status/1258048390132350976,NULL,NULL,NULL
2020-05-06 14:58:03.000,WHO,NULL,6,14,54,"Regardez la conf茅rence de presse de @WHO pour obtenir les derni猫res informations sur la riposte mondiale 脿 la #COVID19 dans votre langue. Chaque lundi, mercredi et vendredi 脿 partir de 15 heures GMT sur http://www.who.int/COVID-19",NULL,@WHO,#COVID19,1.25804838738084E+18,https://twitter.com/WHO/status/1258048387380846592,NULL,NULL,NULL
2020-05-06 14:58:02.000,WHO,NULL,5,19,58,鐢ㄤ綘鐨勮瑷€瑙傜湅涓栧崼缁勭粐鏂伴椈鍙戝竷浼氾紝浜嗚В鍏ㄧ悆搴斿COVID-19鏈€鏂板姩鎬併€?姣忓懆涓€銆佷笁銆佷簲涓嬪崍3鐐癸紙鏍兼灄濞佹不鏍囧噯鏃堕棿锛夐€氳繃浠ヤ笅缃戝潃瑙傜湅锛歨ttp://www.who.int/zh/COVID-19,NULL,NULL,NULL,1.25804838453291E+18,https://twitter.com/WHO/status/1258048384532910080,NULL,NULL,NULL
2020-05-06 14:51:19.000,WHO,NULL,56,76,342,卮丕賴丿 丕賱賲丐鬲賲乇 丕賱氐丨賮賷 賱賲賳馗賲丞 丕賱氐丨丞 丕賱毓丕賱賲賷丞 賱賱丕胤賱丕毓貙 亘賱睾鬲賰貙 毓賱賶 兀丨丿孬 丕賱賲爻鬲噩丿丕鬲 毓賳 丕賱丕爻鬲噩丕亘丞 丕賱毓丕賱賲賷丞 賱噩丕卅丨丞 #賰賵賮賷丿-19 賷購毓賯丿 賰賱 廿孬賳賷賳 賵兀乇亘毓丕亍 賵噩賲毓丞 賲賳 丕賱爻丕毓丞 丕賱孬丕賱孬丞 賲爻丕亍 亘鬲賵賯賷鬲 睾乇賷賳鬲鬲卮貙 毓賱賶 丕賱乇丕亘胤: http://www.who.int/COVID-19,NULL,NULL,NULL,1.25804669442549E+18,https://twitter.com/WHO/status/1258046694425493505,NULL,NULL,NULL
2020-05-06 07:39:12.000,WHO,NULL,519,2090,4462,"In a little over 3 months, #COVID19 has changed the world in so many ways, bringing us closer together and reaffirming the importance of #HealthForAll. This video shows the key moments so far as WHO works with partners worldwide to fight #coronavirus and ",NULL,NULL,#COVID19 #HealthForAll #coronavirus,1.25793794842475E+18,https://twitter.com/WHO/status/1257937948424757248,NULL,NULL,NULL
2020-05-05 19:25:52.000,WHO,NULL,33,146,281,"Everyday, healthcare workers around the world are at risk. Not just from the virus, but from other people. #HealthWorkers are caring for us. Let us care for them. Be respectful. Be supportive. Be kind. #coronavirus #COVID19",NULL,NULL,#HealthWorkers #coronavirus #COVID19,1.25775339776525E+18,https://twitter.com/WHO/status/1257753397765251072,NULL,NULL,NULL
2020-05-05 16:05:21.000,WHO,NULL,21,67,287,WHO #COVID19 response in #Somalia: Established 3 molecular testing labs Deployed 3000+ health workers to trace contacts Sent 44 rapid response teams to 42 districts Distributed 4200+ sets of protective equipment Set up 5 isolation facilities https://bit.l,NULL,NULL,#COVID19 #Somalia,1.25770293666852E+18,https://twitter.com/WHO/status/1257702936668524544,NULL,NULL,NULL
2020-05-05 15:35:42.000,WHO,NULL,9,92,291,"Nurses, midwives and other #healthworkers are the front-line heroes saving lives from #COVID19. In This International Year of the Nurse and the Midwife, #HandHygiene Day 2020 recognizes the vital role they play in preventing infections! #SafeHands save li",NULL,NULL,#healthworkers #COVID19 #HandHygiene #HandHygiene #SafeHands #SafeHands,1.25769547387336E+18,https://twitter.com/WHO/status/1257695473873367041,NULL,NULL,NULL
2020-05-05 15:08:05.000,WHO,NULL,16,214,367,How to handrub? Use alcohol-based handrub for 20-30 seconds #HandHygiene #COVID19,NULL,NULL,#HandHygiene #HandHygiene #COVID19,1.2576885258327E+18,https://twitter.com/WHO/status/1257688525832704002,NULL,NULL,NULL
2020-05-05 13:41:35.000,WHO,NULL,18,307,478,How to handwash? Use and for at least 40-60 seconds #HandHygiene #COVID19,NULL,NULL,#HandHygiene #HandHygiene #COVID19,1.25766675473153E+18,https://twitter.com/WHO/status/1257666754731532289,NULL,NULL,NULL
2020-05-05 09:20:58.000,WHO,NULL,69,500,951,"Good #HandHygiene plays a critical part in fighting #COVID19! The virus primarily spreads through droplet &amp; contact transmission: by touching infected people, contaminated objects or surfaces. Your hands can spread virus to other surfaces &amp; to you",NULL,NULL,#HandHygiene #HandHygiene #COVID19,1.25760116767849E+18,https://twitter.com/WHO/status/1257601167678492673,NULL,NULL,NULL
2020-05-05 08:24:04.000,WHO,NULL,286,1689,3275,"Today is #HandHygiene Day! Hand Hygiene is one of the most effective actions you can take to reduce the spread of pathogens and prevent infections, including #COVID19. Join the #SafeHands challenge and practice the right technique.",NULL,NULL,#HandHygiene #HandHygiene #COVID19 #SafeHands #SafeHands,1.25758684819868E+18,https://twitter.com/WHO/status/1257586848198688768,NULL,NULL,NULL
2020-05-04 17:53:14.000,WHO,NULL,25,73,309,"In #Pakistan , a polio eradication call centre supported by WHO and partners has been expanded to help answer questions from the public about #COVID19. Agents and doctors are responding to 70,000 calls each day https://bit.ly/2SzrPkG #coronavirus #WHOImpa",NULL,NULL,#Pakistan #COVID19 #coronavirus #WHOImpact,1.25736769731636E+18,https://twitter.com/WHO/status/1257367697316368387,NULL,NULL,NULL
2020-05-04 16:37:33.000,WHO,NULL,39,47,152,The full briefing on #COVID19 by @DrTedros ,NULL,@DrTedros,#COVID19,1.25734864918251E+18,https://twitter.com/WHO/status/1257348649182511107,NULL,NULL,NULL
2020-05-04 16:32:55.000,WHO,NULL,21,102,256,"""We鈥檙e also grateful to the more than 300,000 individuals, corporations and foundations who have contributed to the #COVID19 Solidarity Response Fund, which has generated more than USD 210M in the past 6 weeks""-@DrTedros",NULL,@DrTedros,#COVID19,1.25734748598872E+18,https://twitter.com/WHO/status/1257347485988720643,NULL,NULL,NULL
2020-05-04 16:32:00.000,WHO,NULL,14,28,93,"WHO is grateful to the many countries and donors who supported the first Strategic & Preparedness & Response Plan"-@DrTedros #COVID19,NULL,@DrTedros,#COVID19,1.25734725485327E+18,https://twitter.com/WHO/status/1257347254853271558,NULL,NULL,NULL
2020-05-04 16:31:19.000,WHO,NULL,4,37,84,"""Later this week, WHO will launch its updated Strategic Preparedness and Response Plan, which will provide an update of the resources WHO needs to support the international response and national action plans to the end of 2020""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25734708245892E+18,https://twitter.com/WHO/status/1257347082458927104,NULL,NULL,NULL
2020-05-04 16:28:10.000,WHO,NULL,3,52,83,"Several countries are now starting to ease so-called lockdown & #StayHome orders. But our common commitment to basic measures such as cleaning hands and physical distancing cannot be relaxed"-@DrTedros #COVID19,NULL,@DrTedros,#StayHome #StayHome #COVID19,1.25734628983194E+18,https://twitter.com/WHO/status/1257346289831944192,NULL,NULL,NULL
2020-05-04 16:24:33.000,WHO,NULL,2,41,74,"""If we are to stop #COVID19 or any other source of infection, and keep #healthworkers safe, we must dramatically increase investments in soap, access to water, and alcohol-based hand rubs""-@DrTedros #HandHygiene",NULL,@DrTedros,#COVID19 #healthworkers #HandHygiene #HandHygiene,1.25734538050263E+18,https://twitter.com/WHO/status/1257345380502638594,NULL,NULL,NULL
2020-05-04 16:22:52.000,WHO,NULL,3,61,86,"""The simple act of cleaning hands can be the difference between life & death & remains one of the most important public health measures for protecting individuals, families & communities against #COVID19 &amp; many other diseases""-@DrTedros #HandHygiene",NULL,@DrTedros,#COVID19 #HandHygiene #HandHygiene,1.25734495786779E+18,https://twitter.com/WHO/status/1257344957867798529,NULL,NULL,NULL
2020-05-04 16:22:38.000,WHO,NULL,2,25,60,"But one of the best tools is also one of the most basic: clean hands"-@DrTedros #COVID19 #handhygiene,NULL,@DrTedros,#COVID19 #handhygiene #handhygiene,1.25734489519657E+18,https://twitter.com/WHO/status/1257344895196573697,NULL,NULL,NULL
2020-05-04 16:21:00.000,WHO,NULL,5,21,75,"""WHO remains committed to working with all countries and partners to accelerate the development and production of vaccines, diagnostics and therapeutics, and to ensure their equitable distribution""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25734448699425E+18,https://twitter.com/WHO/status/1257344486994255872,NULL,NULL,NULL
2020-05-04 16:20:44.000,WHO,NULL,5,25,64,"The potential for continued waves of infection of #COVID19 across the globe demands that every single person on the planet be protected from this disease"-@DrTedros,NULL,@DrTedros,#COVID19,1.2573444197302E+18,https://twitter.com/WHO/status/1257344419730206720,NULL,NULL,NULL
2020-05-04 16:20:25.000,WHO,NULL,14,40,93,"None of us can accept a world in which some people are protected while others are not. Everybody should be protected. None of us are safe until all of us are safe"-@DrTedros #COVID19,NULL,@DrTedros,#COVID19,1.25734434089833E+18,https://twitter.com/WHO/status/1257344340898336770,NULL,NULL,NULL
2020-05-04 16:19:44.000,WHO,NULL,6,21,54,"""Today, countries came together not only to pledge their financial support, but also to pledge their commitment to ensuring all people can access life-saving tools for #COVID19""-@DrTedros",NULL,@DrTedros,#COVID19,1.25734416687246E+18,https://twitter.com/WHO/status/1257344166872469505,NULL,NULL,NULL
2020-05-04 16:19:23.000,WHO,NULL,9,26,65,"""During today鈥檚 event, some 7.4 billion euros was pledged for research and development for vaccines, diagnostics and therapeutics. This was a powerful and inspiring demonstration of global solidarity""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25734407908147E+18,https://twitter.com/WHO/status/1257344079081476098,NULL,NULL,NULL
2020-05-04 16:19:04.000,WHO,WHO,8,25,57,"""Today, leaders from 40 countries all over the world came together to support the ACT Accelerator through the #COVID19 Global Response International Pledging Event, hosted by the @EU_Commission""-@DrTedros",NULL,@EU_Commission @DrTedros,#COVID19,1.2573440017511E+18,https://twitter.com/WHO/status/1257344001751109634,NULL,NULL,NULL
2020-05-04 16:18:22.000,WHO,NULL,8,25,79,"""Ten days ago, I joined President @EmmanuelMacron, President @vonderleyen and @melindagates to launch the ACT Accelerator, to support the development, production and equitable distribution of vaccines, diagnostics and therapeutics against #COVID19""-@DrTed",NULL,@EmmanuelMacron @vonderleyen @melindagates @DrTedros,#COVID19,1.25734382560288E+18,https://twitter.com/WHO/status/1257343825602887682,NULL,NULL,NULL
2020-05-04 16:16:58.000,WHO,NULL,180,435,1136,LIVE on #Periscope: Media briefing on #COVID19 with @DrTedros.,NULL,@DrTedros,#Periscope #Periscope #COVID19,1.25734347284515E+18,https://twitter.com/WHO/status/1257343472845152259,NULL,NULL,NULL
2020-05-04 13:19:16.000,WHO,NULL,19,69,228,"""This is an opportunity not only to defeat a common enemy, but to forge a common future; a future in which all people enjoy the right to the highest attainable standard of health 鈥?and the products that deliver that right""-@DrTedros #COVID19 #UnitedAgains",NULL,@DrTedros,#COVID19 #UnitedAgainstCoronavirus,1.25729875052086E+18,https://twitter.com/WHO/status/1257298750520864770,NULL,NULL,NULL
2020-05-04 13:18:41.000,WHO,NULL,16,91,277,"But the ultimate measure of success will not be how fast we can develop tools 鈥?it will be how equally we can distribute them. None of us can accept a world in which some people are protected while others remain exposed"-@DrTedros #COVID19 #UnitedAgainst,NULL,@DrTedros,#COVID19 #UnitedAgainstCoronavirus,1.25729860538116E+18,https://twitter.com/WHO/status/1257298605381160960,NULL,NULL,NULL
2020-05-04 13:17:30.000,WHO,WHO,3,27,90,"""The ACT Accelerator represents a unique commitment to work together at record speed to develop essential tools to prevent, detect and treat #COVID19""-@DrTedros #UnitedAgainstCoronavirus",NULL,@DrTedros,#COVID19 #UnitedAgainstCoronavirus,1.25729830753109E+18,https://twitter.com/WHO/status/1257298307531096065,NULL,NULL,NULL
2020-05-04 13:16:35.000,WHO,NULL,7,49,114,"""Within 2 weeks of the first #COVID19 cases being reported to WHO, the knew the genetic sequence of this virus. The first diagnostics followed within days. We already have early results from some trials of therapeutics. And several vaccines are now in hum",NULL,@DrTedros,#COVID19,1.25729807810268E+18,https://twitter.com/WHO/status/1257298078102683653,NULL,NULL,NULL
2020-05-04 13:15:41.000,WHO,NULL,6,37,108,"The is facing an unprecedented public health crisis. But we are better positioned than any humans in history to confront it"-@DrTedros #COVID19 #UnitedAgainstCoronavirus,NULL,@DrTedros,#COVID19 #UnitedAgainstCoronavirus,1.25729785139634E+18,https://twitter.com/WHO/status/1257297851396341760,NULL,NULL,NULL
2020-05-04 13:12:50.000,WHO,NULL,11,39,143,"""Ten days ago, President @vonderleyen, President @EmmanuelMacron, @melindagates and I launched the ACT Accelerator, a call to action to work together in an unprecedented way to tackle this unprecedented crisis""-@DrTedros #COVID19 #UnitedAgainstCoronavirus",NULL,@vonderleyen @EmmanuelMacron @melindagates @DrTedros,#COVID19 #UnitedAgainstCoronavirus,1.25729713277788E+18,https://twitter.com/WHO/status/1257297132777885697,NULL,NULL,NULL
2020-05-04 13:10:29.000,WHO,NULL,315,523,1485,Live: @DrTedros addressing the @EU_Commission pledging conference on #COVID19,NULL,@DrTedros @EU_Commission,#COVID19,1.2572965404203E+18,https://twitter.com/WHO/status/1257296540420300800,NULL,NULL,NULL
2020-05-04 11:44:23.000,WHO,NULL,10,40,166,"""At this critical juncture of the #COVID19 pandemic, all countries and stakeholders, including those from the private sector, must work together to ensure that no one is left behind""-@DrTedros",NULL,@DrTedros,#COVID19,1.25727487306117E+18,https://twitter.com/WHO/status/1257274873061179393,NULL,NULL,NULL
2020-05-04 11:43:47.000,WHO,NULL,8,54,196,"The #COVID19 pandemic has also underlined the importance of strong national and sub-national health systems as the foundation of global health security and universal health coverage"-@DrTedros #HealthForAll,NULL,@DrTedros,#COVID19 #HealthForAll,1.25727472077019E+18,https://twitter.com/WHO/status/1257274720770195456,NULL,NULL,NULL
2020-05-04 11:43:17.000,WHO,NULL,5,27,81,"""The #COVID19 pandemic has highlighted the critical importance of local, national and global emergency preparedness. The pandemic has reminded us of some simple truths as well: we are one humanity. We share the same planet, the same hopes and dreams, and ",NULL,@DrTedros,#COVID19,1.25727459830079E+18,https://twitter.com/WHO/status/1257274598300794880,NULL,NULL,NULL
2020-05-04 11:42:42.000,WHO,NULL,2,18,38,"""In the face of this global emergency, the spirit of solidarity must be at the centre of our efforts to unite peoples and nations""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25727444935688E+18,https://twitter.com/WHO/status/1257274449356881921,NULL,NULL,NULL
2020-05-04 11:42:41.000,WHO,NULL,3,14,29,"""Close partnership between countries is essential for building transparency, trust and coordination, and for the governance and financing of emergency preparedness and response""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.25727444741493E+18,https://twitter.com/WHO/status/1257274447414939648,NULL,NULL,NULL
2020-05-04 11:42:41.000,WHO,NULL,2,14,29,"""Now more than ever, your continued multilateral engagement - and your longstanding commitment to peace - are vital for tackling #COVID19""-@DrTedros at the Non-Aligned Movement Online Summit on COVID-19",NULL,@DrTedros,#COVID19,1.25727444575396E+18,https://twitter.com/WHO/status/1257274445753966593,NULL,NULL,NULL
2020-05-04 11:41:08.000,WHO,NULL,60,140,590,"""As Non-Aligned Movement marks the 65th anniversary of the Ten Bandung Principles this year, it's clear that multilateral & diplomatic cooperation are needed to ensure countries can respond effectively to #COVID19, while strengthening preparedness for oth",NULL,@DrTedros,#COVID19,1.25727405723969E+18,https://twitter.com/WHO/status/1257274057239691264,NULL,NULL,NULL
2020-05-04 08:05:53.000,WHO,NULL,106,349,948,"Here are just a few of the ways WHO is responding to #COVID19, including by sending critical response supplies to more than 133 countries http://bit.ly/2xCIsof",NULL,NULL,#COVID19,1.25721988686404E+18,https://twitter.com/WHO/status/1257219886864048128,NULL,NULL,NULL
2020-05-03 21:52:24.000,WHO,NULL,51,87,319,"Make your own avatar using @Genies &amp; support WHO鈥檚 #StaySafe initiative with personalized stickers you can use on messaging &amp; social media! To make your Genie, simply download the Genies app from App Store and Android #COVID19 #coronavirus",NULL,@genies,#StaySafe #COVID19 #coronavirus,1.25706549977664E+18,https://twitter.com/WHO/status/1257065499776647169,NULL,NULL,NULL
2020-05-03 15:45:26.000,WHO,NULL,61,105,419,Share the 鈥淒o the Five to stop the spread of #coronavirus鈥?filter and stickers with your friends on @Snapchat! And subscribe to WHO on Snapchat https://www.snapchat.com/add/who #COVID19,NULL,@Snapchat,#coronavirus #COVID19,1.25697314737669E+18,https://twitter.com/WHO/status/1256973147376693248,NULL,NULL,NULL
2020-05-02 21:19:55.000,WHO,NULL,29,72,358,Say 鈥淭hank you!鈥?with WHO-Viber Medical Superheroes sticker pack to show your appreciation for #HealthWorkers who are working around the clock in time of #COVID19! https://vb.me/e120c9 #coronavirus,NULL,NULL,#HealthWorkers #COVID19 #coronavirus,1.25669493421791E+18,https://twitter.com/WHO/status/1256694934217916431,NULL,NULL,NULL
2020-05-02 19:45:33.000,WHO,NULL,28,107,361,Stay connected with your loved ones during #COVID19: Send air high five &amp; celebrate our medical heroes using WHO-@WhatsApp 'Together At Home' sticker pack! #coronavirus,NULL,@WhatsApp,#COVID19 #coronavirus,1.25667118776311E+18,https://twitter.com/WHO/status/1256671187763113985,NULL,NULL,NULL
2020-05-02 18:59:44.000,WHO,NULL,14,57,179, Get latest &amp; accurate information about #COVID19 with WHO Viber interactive chatbot. Available in multiple languages http://bit.ly/2R3QgGf #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.25665965910615E+18,https://twitter.com/WHO/status/1256659659106156547,NULL,NULL,NULL
2020-05-02 17:55:09.000,WHO,NULL,22,67,243, WHO Health Alert on #COVID19 is also on Messenger http://messenger.com/t/WHO Stay informed and get accurate information about #Coronavirus!,NULL,NULL,#COVID19 #Coronavirus,1.25664340420692E+18,https://twitter.com/WHO/status/1256643404206923776,NULL,NULL,NULL
2020-05-02 16:55:11.000,WHO,NULL,239,591,1625, Stay informed on the latest information about #COVID19 from trusted sources. Try WHO WhatsApp service http://bit.ly/who-covid19-whatsapp Start by typing 鈥榟i鈥? #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.25662831207351E+18,https://twitter.com/WHO/status/1256628312073519110,NULL,NULL,NULL
2020-05-01 18:02:20.000,WHO,NULL,16,47,173,The phase of new WHO-@EIB partnership will support immediate #COVID19 needs and strengthen primary health care in vulnerable countries across Africa http://bit.ly/35xOW4N,NULL,@EIB,#COVID19,1.25628282280703E+18,https://twitter.com/WHO/status/1256282822807031814,NULL,NULL,NULL
2020-05-01 16:54:55.000,WHO,NULL,18,33,180,WHO Public Health experience & @EIB financial expertise will together enhance capacity to fight #COVID19 and address other pressing health challenges more effectively http://bit.ly/35xOW4N,NULL,@EIB,#COVID19,1.2562658567132E+18,https://twitter.com/WHO/status/1256265856713207810,NULL,NULL,NULL
2020-05-01 16:26:18.000,WHO,NULL,134,244,941, WHO &amp; @EIB agree to boost efforts to support countries in addressing the health impact of #COVID19 &amp; build resilient health systems to fight future pandemics. More details http://bit.ly/35xOW4N,NULL,@EIB,#COVID19,1.2562586577607E+18,https://twitter.com/WHO/status/1256258657760706561,NULL,NULL,NULL
2020-05-01 16:12:31.000,WHO,NULL,13,53,129,The #COVID19 Emergency Committee provided the following advice for all States Parties on essential health services ,NULL,NULL,#COVID19,1.25625518897906E+18,https://twitter.com/WHO/status/1256255188979068928,NULL,NULL,NULL
2020-05-01 16:11:20.000,WHO,NULL,10,51,137,The #COVID19 Emergency Committee provided the following advice for all States Parties on research and development ,NULL,NULL,#COVID19,1.25625489186301E+18,https://twitter.com/WHO/status/1256254891863019522,NULL,NULL,NULL
2020-05-01 16:10:15.000,WHO,NULL,7,54,94,The #COVID19 Emergency Committee provided the following advice for all States Parties on: -#healthworkers -food security -one health -risk communications and community engagement ,NULL,NULL,#COVID19 #healthworkers,1.25625461733325E+18,https://twitter.com/WHO/status/1256254617333256192,NULL,NULL,NULL
2020-05-01 16:08:14.000,WHO,NULL,7,54,98,The #COVID19 Emergency Committee provided the following advice for all States Parties on additional health measures ,NULL,NULL,#COVID19,1.25625411098428E+18,https://twitter.com/WHO/status/1256254110984286208,NULL,NULL,NULL
2020-05-01 16:06:12.000,WHO,NULL,7,33,69,The #COVID19 Emergency Committee provided the following advice for all States Parties on surveillance ,NULL,NULL,#COVID19,1.25625359927917E+18,https://twitter.com/WHO/status/1256253599279177730,NULL,NULL,NULL
2020-05-01 16:05:06.000,WHO,NULL,8,24,61,The #COVID19 Emergency Committee provided the following advice for all States Parties on preparedness ,NULL,NULL,#COVID19,1.25625332310943E+18,https://twitter.com/WHO/status/1256253323109437441,NULL,NULL,NULL
2020-05-01 16:03:41.000,WHO,NULL,5,17,54,The #COVID19 Emergency Committee provided the following advice for all States Parties on coordination and collaboration ,NULL,NULL,#COVID19,1.25625296431183E+18,https://twitter.com/WHO/status/1256252964311838721,NULL,NULL,NULL
